lemma,count
"(u'verb', u'\u05d4\u05d7\u05d9\u05d4')",11
"(u'verb', u'\u05e7\u05d3\u05dd')",11
"(u'verb', u'\u05d7\u05d3\u05dc')",11
"(u'verb', u'\u05e0\u05d7\u05e9\u05e3')",11
"(u'verb', u'\u05e0\u05de\u05e8\u05d7')",11
"(u'verb', u'\u05e0\u05d2\u05dc\u05d4')",11
"(u'verb', u'\u05e0\u05d9\u05e4\u05d7')",11
"(u'verb', u'\u05d0\u05d9\u05dc\u05e5')",11
"(u'verb', u'\u05d3\u05d5\u05db\u05d0')",11
"(u'verb', u'\u05e0\u05de\u05dc\u05d8')",11
"(u'verb', u'\u05e0\u05e4\u05e6\u05e2')",11
"(u'verb', u'\u05d4\u05e9\u05ea\u05e2\u05e9\u05e2')",11
"(u'verb', u'\u05d9\u05d9\u05d1\u05d1')",11
"(u'verb', u'\u05e0\u05e1\u05d5\u05d2')",11
"(u'verb', u'\u05e8\u05d8\u05df')",11
"(u'verb', u'\u05d4\u05ea\u05d9\u05d9\u05e4\u05d7')",11
"(u'verb', u'\u05de\u05d5\u05e0\u05d4')",11
"(u'verb', u'\u05e0\u05e7\u05e8\u05d4')",11
"(u'verb', u'\u05de\u05e1\u05e4\u05e8')",11
"(u'verb', u'\u05d7\u05d5\u05dc\u05dc')",11
"(u'verb', u'\u05e2\u05de\u05dc')",11
"(u'verb', u'\u05e7\u05d5\u05e9\u05d8')",10
"(u'verb', u'\u05e4\u05e6\u05e2')",10
"(u'verb', u'\u05e4\u05d5\u05e0\u05e7')",10
"(u'verb', u'\u05e9\u05d5\u05d3\u05e8')",10
"(u'verb', u'\u05e0\u05d9\u05ea\u05d1')",10
"(u'verb', u'\u05d4\u05e2\u05e6\u05d9\u05dd')",10
"(u'verb', u'\u05d4\u05d5\u05e9\u05dc\u05dd')",10
"(u'verb', u'\u05e4\u05d9\u05ea\u05d4')",10
"(u'verb', u'\u05d4\u05d7\u05e8\u05d9\u05dd')",10
"(u'verb', u'\u05ea\u05e4\u05e8')",10
"(u'verb', u'\u05e1\u05d7\u05e8\u05e8')",10
"(u'verb', u'\u05e2\u05d9\u05e1\u05d4')",10
"(u'verb', u'\u05e7\u05d8\u05d5\u05df')",10
"(u'verb', u'\u05d4\u05d9\u05e1\u05e1')",10
"(u'verb', u'\u05d9\u05d9\u05d1\u05e9')",10
"(u'verb', u'\u05e0\u05d5\u05e1\u05e3')",10
"(u'verb', u'\u05d4\u05e8\u05ea\u05d9\u05e2')",10
"(u'verb', u'\u05e7\u05d9\u05e0\u05d7')",10
"(u'verb', u'\u05d4\u05d3\u05d7\u05d9\u05e7')",10
"(u'verb', u'\u05e4\u05d8\u05e8')",10
"(u'verb', u'\u05de\u05d9\u05e8\u05e8')",10
"(u'verb', u'\u05d4\u05ea\u05d2\u05d1\u05e9')",10
"(u'verb', u'\u05e1\u05d8\u05d4')",10
"(u'verb', u'\u05e7\u05d9\u05e9\u05d8')",10
"(u'verb', u'\u05de\u05ea\u05d5\u05de\u05d8\u05de\u05d9\u05dd')",10
"(u'verb', u'\u05d4\u05d5\u05e8\u05db\u05d1')",10
"(u'verb', u'\u05d4\u05d2\u05e2\u05d9\u05dc')",10
"(u'verb', u'\u05e0\u05d9\u05d3\u05d1')",10
"(u'verb', u'\u05e0\u05d8\u05e8\u05e3')",10
"(u'verb', u'\u05d4\u05e1\u05ea\u05db\u05df')",10
"(u'verb', u'\u05d3\u05d9\u05d5\u05d5\u05d7')",10
"(u'verb', u'\u05d4\u05d6\u05d3\u05de\u05df')",10
"(u'verb', u'\u05d1\u05d5\u05dc\u05d2\u05df')",10
"(u'verb', u'\u05d7\u05d1\u05e9')",10
"(u'verb', u'\u05e0\u05dc\u05de\u05d3')",10
"(u'verb', u'\u05e8\u05e4\u05d4')",10
"(u'verb', u'\u05dc\u05d0\u05d4')",10
"(u'verb', u'\u05de\u05e2\u05dc')",10
"(u'verb', u'\u05e9\u05d9\u05e7\u05e3')",10
"(u'verb', u'\u05d0\u05d4\u05d3')",10
"(u'verb', u'\u05e1\u05d2\u05d3')",10
"(u'verb', u'\u05d4\u05ea\u05d7\u05d5\u05dc\u05dc')",10
"(u'verb', u'\u05e2\u05d5\u05d1\u05d3')",10
"(u'verb', u'\u05d9\u05d9\u05d7\u05dc')",10
"(u'verb', u'\u05d4\u05e9\u05db\u05d9\u05dc')",10
"(u'verb', u'\u05e2\u05d5\u05e8\u05e4\u05dc')",10
"(u'verb', u'\u05d4\u05ea\u05e8\u05d5\u05e7\u05df')",10
"(u'verb', u'\u05e6\u05d9\u05d8\u05d8')",10
"(u'verb', u'\u05e0\u05e7\u05dc\u05e2')",10
"(u'verb', u'\u05d2\u05de\u05d2\u05dd')",10
"(u'verb', u'\u05d4\u05d7\u05e9\u05d9\u05da')",10
"(u'verb', u'\u05d9\u05d9\u05e9\u05dd')",10
"(u'verb', u'\u05d4\u05e9\u05ea\u05e2\u05de\u05dd')",10
"(u'verb', u'\u05d4\u05ea\u05e4\u05e8\u05e9')",9
"(u'verb', u'\u05d4\u05d5\u05e7\u05d9\u05e8')",9
"(u'verb', u'\u05e8\u05e2\u05e9')",9
"(u'verb', u'\u05d4\u05ea\u05de\u05db\u05e8')",9
"(u'verb', u'\u05d4\u05e8\u05e2\u05d9\u05e3')",9
"(u'verb', u'\u05e9\u05db\u05e8')",9
"(u'verb', u'\u05de\u05d9\u05ea\u05df')",9
"(u'verb', u'\u05e0\u05e6\u05e4\u05d4')",9
"(u'verb', u'\u05d4\u05ea\u05de\u05de\u05e9')",9
"(u'verb', u'\u05d4\u05db\u05e8\u05d9\u05e2')",9
"(u'verb', u'\u05e1\u05e2\u05d3')",9
"(u'verb', u'\u05e6\u05d3')",9
"(u'verb', u'\u05d4\u05e9\u05d1\u05d9\u05e2')",9
"(u'verb', u'\u05d1\u05d9\u05d9\u05dd')",9
"(u'verb', u'\u05e7\u05d9\u05e8\u05d1')",9
"(u'verb', u'\u05e6\u05e8\u05dd')",9
"(u'verb', u'\u05d4\u05e1\u05e2\u05d9\u05e8')",9
"(u'verb', u'\u05d4\u05d9\u05e4\u05da')",9
"(u'verb', u'\u05de\u05e9\u05d4')",9
"(u'verb', u'\u05d0\u05d5\u05d4\u05d1\u05ea\u05d5\u05ea\u05db\u05dd')",9
"(u'verb', u'\u05e0\u05dd')",9
"(u'verb', u'\u05d1\u05d5\u05e1\u05e1')",9
"(u'verb', u'\u05e6\u05dc\u05dc')",9
"(u'verb', u'\u05d4\u05ea\u05e0\u05d3\u05e0\u05d3')",9
"(u'verb', u'\u05e0\u05e6\u05e5')",9
"(u'verb', u'\u05e2\u05e7\u05d1')",9
"(u'verb', u'\u05e9\u05d8')",9
"(u'verb', u'\u05d4\u05e4\u05e6\u05d9\u05e2')",9
"(u'verb', u'\u05d4\u05e1\u05d2\u05d9\u05e8')",9
"(u'verb', u'\u05e9\u05d9\u05d1\u05e8')",9
"(u'verb', u'\u05d4\u05ea\u05d1\u05dc\u05d8')",9
"(u'verb', u'\u05d4\u05de\u05e2\u05d9\u05d8')",9
"(u'verb', u'\u05e8\u05d9\u05e7\u05d3')",9
"(u'verb', u'\u05d4\u05ea\u05e0\u05e4\u05e5')",9
"(u'verb', u'\u05d4\u05d3\u05e4\u05d9\u05e1')",9
"(u'verb', u'\u05d4\u05ea\u05d0\u05e4\u05e9\u05e8')",9
"(u'verb', u'\u05d7\u05d9\u05e1\u05dc')",9
"(u'verb', u'\u05e0\u05db\u05d7\u05d3')",9
"(u'verb', u'\u05d3\u05dc\u05d4')",9
"(u'verb', u'\u05d4\u05ea\u05e2\u05d3\u05db\u05df')",9
"(u'verb', u'\u05d4\u05d5\u05de\u05e6\u05d0')",9
"(u'verb', u'\u05d7\u05d9\u05d8\u05d8')",9
"(u'verb', u'\u05d4\u05d0\u05d6\u05d9\u05df')",9
"(u'verb', u'\u05d4\u05e9\u05ea\u05de\u05e2')",9
"(u'verb', u'\u05d4\u05ea\u05db\u05d5\u05d5\u05e5')",9
"(u'verb', u'\u05d4\u05ea\u05e8\u05d7\u05d1')",9
"(u'verb', u'\u05d4\u05e6\u05d8\u05d9\u05d9\u05df')",9
"(u'verb', u'\u05d1\u05d9\u05d9\u05e9')",9
"(u'verb', u'\u05d3\u05d4\u05e8')",9
"(u'verb', u'\u05d4\u05d5\u05d8\u05dc')",9
"(u'verb', u'\u05d4\u05e9\u05de\u05d9\u05df')",9
"(u'verb', u'\u05d6\u05d9\u05d9\u05e3')",9
"(u'verb', u'\u05d4\u05ea\u05e0\u05d7\u05dd')",9
"(u'verb', u'\u05d6\u05dc\u05dc')",9
"(u'verb', u'\u05d4\u05db\u05d1\u05d9\u05d3')",9
"(u'verb', u'\u05db\u05d9\u05e0\u05d4')",9
"(u'verb', u'\u05e0\u05d0\u05e1\u05e3')",9
"(u'verb', u'\u05d4\u05ea\u05e0\u05d7\u05dc')",9
"(u'verb', u'\u05e9\u05d4\u05d4')",9
"(u'verb', u'\u05d8\u05e9\u05d8\u05e9')",9
"(u'verb', u'\u05d4\u05e8\u05e2\u05d9\u05d3')",9
"(u'verb', u'\u05e7\u05d9\u05e4\u05dc')",9
"(u'verb', u'\u05e6\u05e8\u05d1')",9
"(u'verb', u'\u05d0\u05d9\u05d5\u05d4')",8
"(u'verb', u'\u05e6\u05d9\u05e8\u05e3')",8
"(u'verb', u'\u05d4\u05e2\u05e0\u05d9\u05e9')",8
"(u'verb', u'\u05d4\u05d1\u05d4\u05d9\u05dc')",8
"(u'verb', u'\u05d4\u05d2\u05d3\u05d9\u05dc')",8
"(u'verb', u'\u05d7\u05d7')",8
"(u'verb', u'\u05e4\u05d9\u05e9\u05dc')",8
"(u'verb', u'\u05d4\u05d8\u05e8\u05d9\u05e3')",8
"(u'verb', u'\u05d4\u05e9\u05db\u05d9\u05d7')",8
"(u'verb', u'\u05d4\u05e9\u05de\u05d9\u05d3')",8
"(u'verb', u'\u05de\u05e6\u05de\u05e5')",8
"(u'verb', u'\u05d4\u05ea\u05d0\u05d2\u05d3')",8
"(u'verb', u'\u05e0\u05d2\u05d6\u05e8')",8
"(u'verb', u'\u05db\u05d1\u05d3')",8
"(u'verb', u'\u05e6\u05d5\u05e0\u05df')",8
"(u'verb', u'\u05e0\u05d9\u05e4\u05e5')",8
"(u'verb', u'\u05e0\u05e4\u05e8\u05e5')",8
"(u'verb', u'\u05d4\u05e8\u05e2')",8
"(u'verb', u'\u05ea\u05d9\u05d4\u05d9\u05d5')",8
"(u'verb', u'\u05d0\u05e4\u05d9\u05d9\u05df')",8
"(u'verb', u'\u05d4\u05db\u05e0\u05d9\u05e2')",8
"(u'verb', u'\u05d4\u05e8\u05e9\u05ea\u05d9')",8
"(u'verb', u'\u05e0\u05d7\u05dc\u05e9')",8
"(u'verb', u'\u05d8\u05e8\u05e3')",8
"(u'verb', u'\u05d0\u05d6\u05dc')",8
"(u'verb', u'\u05e4\u05e8\u05d8')",8
"(u'verb', u'\u05e0\u05d8\u05e2')",8
"(u'verb', u'\u05d0\u05e6\u05dc\u05d9\u05e0\u05d5')",8
"(u'verb', u'\u05d4\u05e2\u05e9\u05d9\u05e8')",8
"(u'verb', u'\u05d4\u05e8\u05e2\u05d9\u05e9')",8
"(u'verb', u'\u05d4\u05ea\u05d9\u05e9')",8
"(u'verb', u'\u05e1\u05d5\u05de\u05dd')",8
"(u'verb', u'\u05e0\u05e8\u05ea\u05dd')",8
"(u'verb', u'\u05db\u05e4\u05d4')",8
"(u'verb', u'\u05dc\u05d0\u05d0\u05dc\u05d4')",8
"(u'verb', u'\u05d4\u05e1\u05ea\u05de\u05da')",8
"(u'verb', u'\u05d4\u05d5\u05e1\u05e3')",8
"(u'verb', u'\u05d8\u05d5\u05e4\u05d7')",8
"(u'verb', u'\u05e0\u05e4\u05e2\u05dd')",8
"(u'verb', u'\u05d3\u05dc\u05e7')",8
"(u'verb', u'\u05d7\u05d9\u05d9\u05d2')",8
"(u'verb', u'\u05e0\u05e7\u05e2')",8
"(u'verb', u'\u05d4\u05e9\u05e7\u05d4')",8
"(u'verb', u'\u05e1\u05d5\u05de\u05df')",8
"(u'verb', u'\u05e1\u05d9\u05d1\u05df')",8
"(u'verb', u'\u05d4\u05d1\u05e8\u05d9\u05d0')",8
"(u'verb', u'\u05e6\u05d9\u05d5\u05d5\u05d4')",8
"(u'verb', u'\u05e9\u05d7')",8
"(u'verb', u'\u05d4\u05ea\u05e2\u05e6\u05dc')",8
"(u'verb', u'\u05d2\u05d9\u05e7\u05d9\u05dd')",8
"(u'verb', u'\u05d7\u05d6\u05d4')",8
"(u'verb', u'\u05d4\u05d5\u05e6\u05d3\u05e7')",8
"(u'verb', u'\u05d4\u05e9\u05d1\u05d9\u05ea')",8
"(u'verb', u'\u05e0\u05e9\u05e7\u05e3')",8
"(u'verb', u'\u05d4\u05d4\u05d9\u05df')",8
"(u'verb', u'\u05e0\u05d3\u05d3')",8
"(u'verb', u'\u05de\u05e9\u05de\u05e9')",8
"(u'verb', u'\u05d4\u05ea\u05e2\u05d8\u05e3')",8
"(u'verb', u'\u05d4\u05ea\u05e0\u05e9\u05e3')",8
"(u'verb', u'\u05e0\u05e2\u05dd')",8
"(u'verb', u'\u05d0\u05d9\u05e8\u05d7')",8
"(u'verb', u'\u05d3\u05d1\u05e7')",8
"(u'verb', u'\u05d4\u05d6\u05d3\u05e8\u05d6')",8
"(u'verb', u'\u05d1\u05d1\u05e6\u05e4\u05e8')",8
"(u'verb', u'\u05e6\u05d7\u05e6\u05d7')",8
"(u'verb', u'\u05e0\u05e4\u05e1\u05e7')",8
"(u'verb', u'\u05d4\u05d5\u05d2\u05e9')",8
"(u'verb', u'\u05d4\u05ea\u05d0\u05e8\u05d7')",8
"(u'verb', u'\u05e0\u05e7\u05d1')",8
"(u'verb', u'\u05de\u05dc\u05da')",8
"(u'verb', u'\u05d3\u05d4\u05d4')",8
"(u'verb', u'\u05d4\u05ea\u05e4\u05e7\u05e2')",8
"(u'verb', u'\u05d6\u05d7\u05dc')",8
"(u'verb', u'\u05e1\u05e8\u05e7')",8
"(u'verb', u'\u05d1\u05e8\u05d0')",8
"(u'verb', u'\u05d4\u05d5\u05db\u05e8\u05d7')",8
"(u'verb', u'\u05d1\u05d9\u05d9\u05ea')",8
"(u'verb', u'\u05d4\u05d3\u05d9\u05e8')",8
"(u'verb', u'\u05e4\u05d9\u05d9\u05d8')",8
"(u'verb', u'\u05d4\u05e9\u05ea\u05db\u05e0\u05e2')",8
"(u'verb', u'\u05d4\u05d6\u05e0\u05d9\u05d7')",8
"(u'verb', u'\u05d4\u05e9\u05ea\u05dc\u05d1')",8
"(u'verb', u'\u05d3\u05d9\u05d9\u05e7')",8
"(u'verb', u'\u05e2\u05e0\u05d3')",8
"(u'verb', u'\u05d4\u05d9\u05e9\u05d9\u05e8')",8
"(u'verb', u'\u05d4\u05e6\u05e8\u05d9\u05da')",8
"(u'verb', u'\u05e8\u05d5\u05de\u05d4')",8
"(u'verb', u'\u05e8\u05d6\u05d4')",8
"(u'verb', u'\u05d1\u05d2\u05e8')",8
"(u'verb', u'\u05e6\u05d5\u05d5\u05d7')",8
"(u'verb', u'\u05e0\u05d2\u05e8\u05dd')",8
"(u'verb', u'\u05d4\u05e7\u05e8\u05d9\u05d1')",8
"(u'verb', u'\u05e0\u05d0\u05db\u05dc')",8
"(u'verb', u'\u05d6\u05d9\u05e0\u05e7')",8
"(u'verb', u'\u05e0\u05e1\u05dc\u05d7')",8
"(u'verb', u'\u05d4\u05d7\u05de\u05d9\u05e5')",7
"(u'verb', u'\u05d4\u05e4\u05e7\u05d9\u05d3')",7
"(u'verb', u'\u05e2\u05d9\u05de\u05dd')",7
"(u'verb', u'\u05e4\u05d9\u05e8\u05db\u05e1')",7
"(u'verb', u'\u05d1\u05d6')",7
"(u'verb', u'\u05d0\u05d5\u05e4\u05e8')",7
"(u'verb', u'\u05d4\u05ea\u05de\u05e9\u05da')",7
"(u'verb', u'\u05d9\u05d9\u05e9\u05df')",7
"(u'verb', u'\u05d4\u05e8\u05d8\u05d9\u05d1')",7
"(u'verb', u'\u05e2\u05d9\u05db\u05d1')",7
"(u'verb', u'\u05e4\u05d5\u05e8\u05e7')",7
"(u'verb', u'\u05d0\u05d5\u05de\u05df')",7
"(u'verb', u'\u05e2\u05d5\u05e6\u05d1\u05df')",7
"(u'verb', u'\u05d4\u05d7\u05e8\u05d9\u05d3')",7
"(u'verb', u'\u05db\u05d5\u05d5\u05df')",7
"(u'verb', u'\u05d4\u05ea\u05d2\u05e0\u05d1')",7
"(u'verb', u'\u05e0\u05e9\u05e3')",7
"(u'verb', u'\u05e8\u05d9\u05e4\u05d0')",7
"(u'verb', u'\u05e0\u05d3\u05d7\u05e1')",7
"(u'verb', u'\u05d7\u05d8\u05d0')",7
"(u'verb', u'\u05d4\u05ea\u05e2\u05e0\u05d2')",7
"(u'verb', u'\u05d7\u05d6\u05e7')",7
"(u'verb', u'\u05de\u05d5\u05d8\u05d8')",7
"(u'verb', u'\u05e0\u05e2\u05d3\u05e8')",7
"(u'verb', u'\u05d4\u05ea\u05d1\u05d0\u05e1')",7
"(u'verb', u'\u05d3\u05e2\u05da')",7
"(u'verb', u'\u05d7\u05d2')",7
"(u'verb', u'\u05e1\u05e0\u05d5\u05d5\u05e8')",7
"(u'verb', u'\u05e9\u05e0\u05d4\u05e0\u05ea\u05d9')",7
"(u'verb', u'\u05d4\u05ea\u05d1\u05e8\u05da')",7
"(u'verb', u'\u05e0\u05d1\u05d3\u05e7')",7
"(u'verb', u'\u05d7\u05e4\u05e5')",7
"(u'verb', u'\u05d4\u05ea\u05d0\u05e8\u05da')",7
"(u'verb', u'\u05d6\u05e7\u05e3')",7
"(u'verb', u'\u05e0\u05e1')",7
"(u'verb', u'\u05e0\u05e9\u05e0\u05d4')",7
"(u'verb', u'\u05e4\u05d7\u05ea')",7
"(u'verb', u'\u05d4\u05e9\u05d0\u05d9\u05dc')",7
"(u'verb', u'\u05d4\u05db\u05d6\u05d9\u05d1')",7
"(u'verb', u'\u05e2\u05d9\u05e8\u05d1\u05d1')",7
"(u'verb', u'\u05d0\u05ea\u05d2\u05e8')",7
"(u'verb', u'\u05d4\u05d5\u05e7\u05e4\u05d3')",7
"(u'verb', u'\u05d2\u05e8\u05e2')",7
"(u'verb', u'\u05d1\u05d5\u05d8\u05dc')",7
"(u'verb', u'\u05d4\u05d5\u05e7\u05e4\u05e5')",7
"(u'verb', u'\u05e0\u05d1\u05e0\u05d4')",7
"(u'verb', u'\u05e9\u05d5\u05d1\u05e5')",7
"(u'verb', u'\u05e0\u05d9\u05e9\u05d0')",7
"(u'verb', u'\u05d4\u05d5\u05e4\u05e0\u05dd')",7
"(u'verb', u'\u05d7\u05d1\u05dc')",7
"(u'verb', u'\u05d4\u05d2\u05d4')",7
"(u'verb', u'\u05d4\u05e7\u05e1\u05d9\u05dd')",7
"(u'verb', u'\u05d4\u05e9\u05ea\u05d9\u05e7')",7
"(u'verb', u'\u05de\u05d9\u05d9\u05df')",7
"(u'verb', u'\u05d4\u05e8\u05d8\u05d9\u05d8')",7
"(u'verb', u'\u05d4\u05d5\u05e7\u05dd')",7
"(u'verb', u'\u05d4\u05e6\u05d8\u05de\u05e6\u05dd')",7
"(u'verb', u'\u05d4\u05d2\u05d9\u05d9\u05d6')",7
"(u'verb', u'\u05d4\u05e6\u05d8\u05d9\u05d9\u05e8')",7
"(u'verb', u'\u05d4\u05d5\u05d3\u05ea\u05d9')",7
"(u'verb', u'\u05d2\u05d9\u05d7\u05da')",7
"(u'verb', u'\u05d2\u05d9\u05d1\u05e9')",7
"(u'verb', u'\u05d4\u05e1\u05ea\u05d2\u05e8')",7
"(u'verb', u'\u05de\u05e9\u05dc')",7
"(u'verb', u'\u05d9\u05d5\u05e6\u05e8')",7
"(u'verb', u'\u05d7\u05d9\u05e8\u05d1')",7
"(u'verb', u'\u05d4\u05d3\u05d2\u05d9\u05dd')",7
"(u'verb', u'\u05d4\u05ea\u05e0\u05d2\u05d1')",7
"(u'verb', u'\u05d3\u05de\u05e2')",7
"(u'verb', u'\u05d4\u05ea\u05d0\u05d7\u05d3')",7
"(u'verb', u'\u05dc\u05d4\u05d9\u05ea\u05d0\u05de\u05df')",7
"(u'verb', u'\u05e9\u05db\u05df')",7
"(u'verb', u'\u05e0\u05e8\u05d0\u05dc\u05d9')",7
"(u'verb', u'\u05e0\u05e4\u05d5\u05e5')",7
"(u'verb', u'\u05e4\u05d9\u05e0\u05d4')",7
"(u'verb', u'\u05d4\u05ea\u05e8\u05d1\u05d4')",7
"(u'verb', u'\u05d4\u05e1\u05de\u05d9\u05e7')",7
"(u'verb', u'\u05dc\u05db\u05d3')",7
"(u'verb', u'\u05e8\u05d5\u05d5\u05d7')",7
"(u'verb', u'\u05e9\u05e4\u05e2')",7
"(u'verb', u'\u05d4\u05ea\u05e2\u05e8\u05e2\u05e8')",7
"(u'verb', u'\u05d9\u05d9\u05dc\u05dc')",7
"(u'verb', u'\u05d4\u05e4\u05e9\u05d9\u05e8')",7
"(u'verb', u'\u05e0\u05d2\u05e9')",7
"(u'verb', u'\u05d4\u05ea\u05e4\u05e6\u05dc')",7
"(u'verb', u'\u05ea\u05d5\u05e1\u05db\u05dc')",7
"(u'verb', u'\u05d4\u05e9\u05d5\u05d5\u05d9\u05e5')",7
"(u'verb', u'\u05d4\u05e0\u05d9\u05d3')",7
"(u'verb', u'\u05d4\u05ea\u05db\u05e8\u05d1\u05dc')",7
"(u'verb', u'\u05e9\u05e8\u05e5')",7
"(u'verb', u'\u05e7\u05d8\u05e2')",7
"(u'verb', u'\u05dc\u05db\u05dc\u05da')",7
"(u'verb', u'\u05e0\u05d6\u05dc')",6
"(u'verb', u'\u05d4\u05d5\u05e8\u05d2\u05dc')",6
"(u'verb', u'\u05e9\u05dc\u05d4')",6
"(u'verb', u'\u05e0\u05d7\u05e8\u05d8')",6
"(u'verb', u'\u05d4\u05d0\u05d9\u05e5')",6
"(u'verb', u'\u05d8\u05d5\u05d2\u05df')",6
"(u'verb', u'\u05d4\u05ea\u05e0\u05e2\u05e8')",6
"(u'verb', u'\u05e7\u05d5\u05dc\u05e7\u05dc')",6
"(u'verb', u'\u05e7\u05e5')",6
"(u'verb', u'\u05db\u05d5\u05e0\u05d4')",6
"(u'verb', u'\u05d4\u05e9\u05ea\u05d9\u05d9\u05da')",6
"(u'verb', u'\u05d4\u05d7\u05dc\u05d9\u05dd')",6
"(u'verb', u'\u05d4\u05ea\u05d0\u05d5\u05e9\u05e9')",6
"(u'verb', u'\u05e8\u05db\u05d1')",6
"(u'verb', u'\u05d4\u05e0\u05d9\u05d1')",6
"(u'verb', u'\u05e8\u05d9\u05e9\u05ea')",6
"(u'verb', u'\u05d9\u05d9\u05e8\u05d8')",6
"(u'verb', u'\u05e0\u05e9\u05d7\u05e7')",6
"(u'verb', u'\u05de\u05d7\u05e5')",6
"(u'verb', u'\u05e9\u05e8\u05e8')",6
"(u'verb', u'\u05e2\u05d9\u05d5\u05d5\u05e8')",6
"(u'verb', u'\u05d4\u05e0\u05d7\u05d4')",6
"(u'verb', u'\u05d7\u05d9\u05de\u05e9')",6
"(u'verb', u'\u05d9\u05e8\u05e7')",6
"(u'verb', u'\u05d9\u05d9\u05d7\u05d3')",6
"(u'verb', u'\u05d9\u05d9\u05e9\u05d1')",6
"(u'verb', u'\u05e9\u05d9\u05d5\u05d4')",6
"(u'verb', u'\u05d7\u05e0\u05df')",6
"(u'verb', u'\u05d4\u05e0\u05de\u05d9\u05da')",6
"(u'verb', u'\u05d4\u05d8\u05d9\u05dc')",6
"(u'verb', u'\u05d4\u05ea\u05e4\u05e8\u05e2')",6
"(u'verb', u'\u05e1\u05d9\u05e7\u05e1')",6
"(u'verb', u'\u05d4\u05ea\u05d0\u05e4\u05e8')",6
"(u'verb', u'\u05d4\u05ea\u05e0\u05e4\u05d7')",6
"(u'verb', u'\u05d6\u05e2\u05dd')",6
"(u'verb', u'\u05e0\u05e9\u05d0\u05dc')",6
"(u'verb', u'\u05de\u05e2\u05d5\u05e0\u05d9\u05e0\u05ea')",6
"(u'verb', u'\u05e7\u05dc\u05d7')",6
"(u'verb', u'\u05e7\u05e8\u05e5')",6
"(u'verb', u'\u05d7\u05d9\u05e9\u05dc')",6
"(u'verb', u'\u05ea\u05dc\u05e9')",6
"(u'verb', u'\u05d4\u05e7\u05e9\u05d4')",6
"(u'verb', u'\u05e9\u05e4\u05e8')",6
"(u'verb', u'\u05de\u05d0\u05de\u05d9\u05df\\\u05d4')",6
"(u'verb', u'\u05e4\u05d2')",6
"(u'verb', u'\u05d4\u05d9\u05d2\u05e8')",6
"(u'verb', u'\u05e0\u05d5\u05d3\u05d4')",6
"(u'verb', u'\u05e4\u05e9\u05d8')",6
"(u'verb', u'\u05ea\u05d0\u05dd')",6
"(u'verb', u'\u05d4\u05e8\u05d9\u05e2')",6
"(u'verb', u'\u05e0\u05d3\u05d7\u05d4')",6
"(u'verb', u'\u05d2\u05d1\u05dc')",6
"(u'verb', u'\u05ea\u05d9\u05d1\u05dc')",6
"(u'verb', u'\u05d4\u05d1\u05dc\u05d9\u05d8')",6
"(u'verb', u'\u05e4\u05d5\u05e8\u05d8')",6
"(u'verb', u'\u05d4\u05e0\u05e2\u05d9\u05dd')",6
"(u'verb', u'\u05d4\u05d5\u05e7\u05e8\u05df')",6
"(u'verb', u'\u05e0\u05dc\u05d4\u05d1')",6
"(u'verb', u'\u05e2\u05d2\u05d1')",6
"(u'verb', u'\u05ea\u05d9\u05de\u05e8\u05df')",6
"(u'verb', u'\u05d6\u05e0\u05d7')",6
"(u'verb', u'\u05e0\u05d3\u05e8\u05e1')",6
"(u'verb', u'\u05d4\u05ea\u05e0\u05e7\u05e9')",6
"(u'verb', u'\u05e0\u05e9\u05e8\u05e7')",6
"(u'verb', u'\u05d0\u05d9\u05d3\u05d4')",6
"(u'verb', u'\u05d4\u05d1\u05d9\u05da')",6
"(u'verb', u'\u05d4\u05d1\u05d9\u05d9\u05ea\u05d4')",6
"(u'verb', u'\u05d4\u05ea\u05d9\u05d9\u05e2\u05e5')",6
"(u'verb', u'\u05e0\u05d7\u05dc\u05e5')",6
"(u'verb', u'\u05d4\u05d7\u05e0\u05d4')",6
"(u'verb', u'\u05e7\u05d9\u05e6\u05e8')",6
"(u'verb', u'\u05d4\u05ea\u05d9\u05d9\u05d7\u05d3')",6
"(u'verb', u'\u05d7\u05d5\u05dc\u05e7')",6
"(u'verb', u'\u05e1\u05de\u05d9\u05d9\u05dc\u05d9\u05dd')",6
"(u'verb', u'\u05e8\u05e2\u05dd')",6
"(u'verb', u'\u05e0\u05e4\u05e9')",6
"(u'verb', u'\u05dc\u05e7\u05d4')",6
"(u'verb', u'\u05d4\u05ea\u05d9\u05d9\u05e1\u05e8')",6
"(u'verb', u'\u05e8\u05e2\u05d4')",6
"(u'verb', u'\u05d2\u05d9\u05dc\u05d7')",6
"(u'verb', u'\u05d4\u05ea\u05db\u05d7\u05e9')",6
"(u'verb', u'\u05d0\u05d8\u05dd')",6
"(u'verb', u'\u05e0\u05e8\u05e6\u05d7')",6
"(u'verb', u'\u05e9\u05e7\u05e9\u05e7')",6
"(u'verb', u'\u05d7\u05e1')",6
"(u'verb', u'\u05e0\u05d1\u05d3\u05dc')",6
"(u'verb', u'\u05d4\u05de\u05e8\u05d9\u05d0')",6
"(u'verb', u'\u05e0\u05db\u05d1\u05d4')",6
"(u'verb', u'\u05d2\u05d5\u05dc\u05d7')",6
"(u'verb', u'\u05d6\u05d5\u05db\u05d4')",6
"(u'verb', u'\u05d4\u05d9\u05e0\u05d4')",6
"(u'verb', u'\u05e6\u05de\u05e8\u05e8')",6
