lemma,count
"(u'noun', u'\u05ea\u05de\u05d4')",19
"(u'noun', u'\u05e0\u05d7\u05de\u05d4')",19
"(u'noun', u'\u05e6\u05e2\u05e6\u05d5\u05e2')",19
"(u'noun', u'\u05e2\u05d5\u05e8\u05da')",19
"(u'noun', u'\u05e8\u05d5\u05e2')",19
"(u'noun', u'\u05d0\u05ea\u05d2\u05e8')",19
"(u'noun', u""\u05d4\u05de\u05e1\u05e0\u05d2'\u05e8"")",19
"(u'noun', u'\u05de\u05e2\u05e8\u05d4')",19
"(u'noun', u'\u05e2\u05dc\u05d5\u05ea')",19
"(u'noun', u'\u05e7\u05e9\u05ea')",19
"(u'noun', u'\u05e6\u05e8\u05d7\u05d4')",19
"(u'noun', u'\u05e2\u05e7\u05d1')",19
"(u'noun', u'\u05e7\u05d5\u05e6\u05e8')",19
"(u'noun', u'\u05e4\u05d8\u05de\u05d4')",19
"(u'noun', u'\u05e9\u05d7\u05e8\u05d5\u05e8')",19
"(u'noun', u'\u05e2\u05d9\u05e8\u05d9\u05d9\u05d4')",19
"(u'noun', u'\u05e1\u05de\u05e8\u05d8\u05d5\u05d8')",19
"(u'noun', u'\u05de\u05d9\u05d5\u05df')",19
"(u'noun', u'\u05e8\u05d9\u05e1')",19
"(u'noun', u""\u05d2'\u05d9\u05e4"")",19
"(u'noun', u'\u05d3\u05d9\u05d5\u05e0\u05d4')",19
"(u'noun', u'\u05de\u05e9\u05d1\u05e8')",19
"(u'noun', u'\u05d4\u05de\u05e8\u05e6\u05d4')",19
"(u'noun', u""\u05e6'\u05d9\u05e4\u05e1"")",19
"(u'noun', u'\u05e8\u05d9\u05d1\u05d0\u05d5\u05e0\u05d3')",19
"(u'noun', u'\u05d0\u05d5\u05db\u05dc\u05d5\u05e1\u05d9\u05d9\u05d4')",19
"(u'noun', u'\u05d6\u05e7\u05e0\u05d4')",19
"(u'noun', u'\u05e8\u05d0\u05d9\u05d5\u05df')",19
"(u'noun', u'\u05e9\u05dc\u05d9\u05e9')",19
"(u'noun', u'\u05d2\u05dc\u05d2\u05d5\u05dc')",18
"(u'noun', u'\u05d7\u05e1\u05d3')",18
"(u'noun', u'\u05e8\u05e6\u05d9\u05e4\u05d5\u05ea')",18
"(u'noun', u'\u05d4\u05e8\u05e4\u05ea\u05e7\u05d4')",18
"(u'noun', u'\u05db\u05d9\u05e4\u05d4')",18
"(u'noun', u'\u05e1\u05d9\u05e1\u05de\u05d4')",18
"(u'noun', u'\u05e4\u05e2\u05d9\u05dc')",18
"(u'noun', u'\u05d0\u05d5\u05d6\u05e0\u05d9\u05ea')",18
"(u'noun', u'\u05d4\u05ea\u05e8\u05de\u05d5\u05e1')",18
"(u'noun', u'\u05d0\u05d3')",18
"(u'noun', u'\u05e1\u05e4\u05d9\u05e0\u05d4')",18
"(u'noun', u'\u05de\u05de\u05d3')",18
"(u'noun', u'\u05e4\u05d5\u05d6\u05d4')",18
"(u'noun', u'\u05db\u05d1\u05d9\u05e1\u05d4')",18
"(u'noun', u'\u05d9\u05e9\u05e8\u05d0\u05dc\u05d9')",18
"(u'noun', u'\u05e1\u05e0\u05d8\u05e8')",18
"(u'noun', u'\u05de\u05e6\u05d9\u05e6\u05d4')",18
"(u'noun', u'\u05e7\u05e8\u05dd')",18
"(u'noun', u'\u05d8\u05e0\u05d9\u05e1')",18
"(u'noun', u'\u05de\u05d9\u05e7\u05d5\u05dd')",18
"(u'noun', u'\u05de\u05d6\u05db\u05d9\u05e8\u05d5\u05ea')",18
"(u'noun', u'\u05de\u05e2\u05e6\u05d5\u05e8')",18
"(u'noun', u'\u05d3\u05de\u05d5\u05e7\u05e8\u05d8\u05d9\u05d4')",18
"(u'noun', u'\u05e0\u05e1\u05d9\u05d1\u05d4')",18
"(u'noun', u'\u05de\u05ea\u05d7\u05dd')",18
"(u'noun', u'\u05e1\u05d1\u05d5\u05df')",18
"(u'noun', u'\u05db\u05e4\u05d9\u05d9\u05d4')",18
"(u'noun', u'\u05de\u05e2\u05d8\u05d4')",18
"(u'noun', u'\u05e0\u05d1\u05d7\u05e8')",18
"(u'noun', u'\u05e8\u05d5\u05d1\u05e2')",18
"(u'noun', u'\u05d4\u05e9\u05e8\u05d0\u05d4')",18
"(u'noun', u'\u05e7\u05d5\u05d3\u05e9')",18
"(u'noun', u'\u05de\u05e0\u05d4\u05d9\u05d2\u05d5\u05ea')",18
"(u'noun', u'\u05e2\u05d9\u05e4\u05e8\u05d5\u05df')",18
"(u'noun', u'\u05de\u05d2\u05dc\u05e9\u05d4')",18
"(u'noun', u'\u05e9\u05de\u05e5')",18
"(u'noun', u'\u05db\u05e1\u05e4\u05ea')",18
"(u'noun', u'\u05d6\u05d4\u05d9\u05e8\u05d5\u05ea')",18
"(u'noun', u'\u05ea\u05e8\u05d5\u05de\u05d4')",18
"(u'noun', u'\u05e1\u05e6\u05e0\u05d4')",18
"(u'noun', u'\u05e9\u05dc\u05d5\u05dc\u05d9\u05ea')",18
"(u'noun', u'\u05de\u05e9\u05db\u05d5\u05e8\u05ea')",18
"(u'noun', u'\u05de\u05e9\u05dc\u05d5\u05d7')",18
"(u'noun', u'\u05e7\u05de\u05e4\u05d5\u05e1')",18
"(u'noun', u'\u05d9\u05d3\u05d9\u05d3\u05d5\u05ea')",18
"(u'noun', u'\u05d4\u05ea\u05d7\u05e8\u05d5\u05ea')",18
"(u'noun', u'\u05d0\u05d5\u05dd')",18
"(u'noun', u'\u05d0\u05e8\u05d9')",18
"(u'noun', u'\u05e6\u05e2\u05d9\u05e3')",18
"(u'noun', u'\u05e1\u05de\u05e1\u05d8\u05e8')",18
"(u'noun', u'\u05d7\u05d5\u05dc\u05d9')",18
"(u'noun', u'\u05e2\u05d5\u05d1\u05e8')",18
"(u'noun', u'\u05d0\u05d9\u05d4')",18
"(u'noun', u'\u05e8\u05e2\u05d5\u05ea')",18
"(u'noun', u'\u05ea\u05e2\u05d5\u05e4\u05d4')",18
"(u'noun', u'\u05d7\u05ea\u05d9\u05de\u05d4')",18
"(u'noun', u'\u05e9\u05d7\u05d9\u05d9\u05d4')",18
"(u'noun', u'\u05e1\u05d3\u05d9\u05df')",18
"(u'noun', u'\u05e1\u05d9\u05e8\u05d4')",17
"(u'noun', u'\u05d0\u05d5\u05e0\u05e1')",17
"(u'noun', u'\u05d2\u05d5\u05de\u05d9')",17
"(u'noun', u'\u05de\u05d7\u05de\u05d3')",17
"(u'noun', u'\u05d7\u05d9\u05e7')",17
"(u'noun', u'\u05d4\u05ea\u05e2\u05dc\u05dc\u05d5\u05ea')",17
"(u'noun', u'\u05ea\u05d5\u05d1\u05e0\u05d4')",17
"(u'noun', u'\u05e7\u05df')",17
"(u'noun', u'\u05d4\u05de\u05e6\u05d0\u05d4')",17
"(u'noun', u'\u05d9\u05e6\u05d9\u05e2')",17
"(u'noun', u'\u05e8\u05e6\u05d9\u05d9\u05d4')",17
"(u'noun', u'\u05d3\u05d5\u05dc\u05e8')",17
"(u'noun', u'\u05d2\u05d3\u05d4')",17
"(u'noun', u'\u05d4\u05d1\u05d0\u05d4')",17
"(u'noun', u'\u05ea\u05d3\u05d4\u05de\u05d4')",17
"(u'noun', u'\u05d1\u05d5\u05d2\u05e8')",17
"(u'noun', u'\u05e2\u05d6\u05d9\u05d1\u05d4')",17
"(u'noun', u'\u05de\u05e7\u05e8\u05e8')",17
"(u'noun', u'\u05db\u05e8\u05d9\u05ea')",17
"(u'noun', u'\u05ea\u05d5\u05d2\u05d4')",17
"(u'noun', u'\u05de\u05d0\u05d2\u05e8')",17
"(u'noun', u'\u05e0\u05d7\u05e9')",17
"(u'noun', u'\u05d4\u05d5\u05e8\u05d0\u05d4')",17
"(u'noun', u'\u05d4\u05db\u05e0\u05e1\u05d4')",17
"(u'noun', u'\u05d0\u05e8\u05d8\u05d9\u05e7')",17
"(u'noun', u'\u05e9\u05d4\u05d5\u05ea')",17
"(u'noun', u'\u05e0\u05d6\u05e7')",17
"(u'noun', u'\u05de\u05d7\u05d5\u05d6')",17
"(u'noun', u'\u05d7\u05e1')",17
"(u'noun', u'\u05de\u05d5\u05ea\u05df')",17
"(u'noun', u'\u05de\u05d7\u05dc\u05e7\u05d4')",17
"(u'noun', u'\u05d7\u05e6\u05d5\u05ea')",17
"(u'noun', u'\u05d4\u05d7\u05d6\u05e7\u05d4')",17
"(u'noun', u'\u05e7\u05d1\u05e8')",17
"(u'noun', u'\u05e8\u05e6\u05d9\u05e0\u05d5\u05ea')",17
"(u'noun', u'\u05e9\u05d9\u05dc\u05d5\u05d1')",17
"(u'noun', u'\u05ea\u05e4\u05d9\u05dc\u05d4')",17
"(u'noun', u'\u05e8\u05de\u05d6')",17
"(u'noun', u'\u05de\u05d2\u05d3\u05dc')",17
"(u'noun', u'\u05e0\u05d5\u05e4\u05e9')",17
"(u'noun', u'\u05e6\u05d1\u05d9\u05d8\u05d4')",17
"(u'noun', u'\u05d7\u05d8\u05d9\u05e4\u05d4')",17
"(u'noun', u'\u05de\u05e2\u05de\u05e7\u05d9\u05dd')",17
"(u'noun', u'\u05d0\u05d5\u05de\u05e8')",17
"(u'noun', u'\u05e8\u05d9\u05e7')",17
"(u'noun', u'\u05e0\u05e6\u05d9\u05d2')",17
"(u'noun', u'\u05e6\u05d1\u05d9\u05e2\u05d5\u05ea')",17
"(u'noun', u'\u05d1\u05d9\u05d5\u05dc\u05d5\u05d2\u05d9\u05d4')",17
"(u'noun', u'\u05de\u05e6\u05d5\u05e7\u05d4')",17
"(u'noun', u'\u05e6\u05d4')",17
"(u'noun', u'\u05d5\u05d5')",17
"(u'noun', u'\u05de\u05dc\u05de\u05dc\u05d4')",17
"(u'noun', u'\u05e7\u05e8\u05d3\u05d9\u05d8')",17
"(u'noun', u'\u05d4\u05d5\u05df')",17
"(u'noun', u'\u05e4\u05d0\u05d1')",17
"(u'noun', u'\u05e8\u05db\u05d5\u05e9')",17
"(u'noun', u'\u05dc\u05d1\u05df')",17
"(u'noun', u'\u05e4\u05d9\u05e4\u05d9')",17
"(u'noun', u'\u05d0\u05d3\u05d5\u05df')",17
"(u'noun', u'\u05e2\u05d2\u05dc\u05d4')",16
"(u'noun', u'\u05e9\u05d4')",16
"(u'noun', u'\u05e9\u05e4\u05dd')",16
"(u'noun', u'\u05d7\u05d9\u05d6\u05d5\u05e8')",16
"(u'noun', u'\u05de\u05d6\u05d5\u05df')",16
"(u'noun', u'\u05e2\u05d9\u05e8\u05d5\u05dd')",16
"(u'noun', u'\u05d7\u05d5\u05d5\u05d4')",16
"(u'noun', u'\u05e4\u05d9\u05d6\u05d9\u05e7\u05d0\u05d9')",16
"(u'noun', u'\u05dc\u05e9\u05db\u05d4')",16
"(u'noun', u'\u05de\u05dc\u05d0\u05db\u05d4')",16
"(u'noun', u'\u05e4\u05d9\u05dc\u05d5\u05e1\u05d5\u05e4\u05d9\u05d4')",16
"(u'noun', u'\u05d4\u05e8\u05de\u05d5\u05e0\u05d9\u05d4')",16
"(u'noun', u'\u05d0\u05d5\u05d7')",16
"(u'noun', u'\u05d4\u05e9\u05e4\u05e2\u05d4')",16
"(u'noun', u'\u05d1\u05d9\u05e0\u05d4')",16
"(u'noun', u'\u05d4\u05e4\u05d0\u05d6\u05dc')",16
"(u'noun', u'\u05e9\u05e4\u05dc')",16
"(u'noun', u'\u05e9\u05e2\u05e9\u05d5\u05e2')",16
"(u'noun', u'\u05ea\u05e8\u05d5\u05e4\u05d4')",16
"(u'noun', u'\u05e9\u05e8\u05d5\u05da')",16
"(u'noun', u'\u05de\u05d1\u05d5\u05d0')",16
"(u'noun', u'\u05e7\u05d9\u05e8\u05d5\u05d1')",16
"(u'noun', u'\u05e9\u05d8\u05df')",16
"(u'noun', u'\u05de\u05d8\u05e4\u05dc')",16
"(u'noun', u'\u05de\u05d3\u05e3')",16
"(u'noun', u'\u05d4\u05db\u05d5\u05d5\u05e0\u05d4')",16
"(u'noun', u'\u05d7\u05dc\u05e7\u05d9\u05e7')",16
"(u'noun', u'\u05d0\u05d9\u05db\u05e4\u05ea\u05d9\u05d5\u05ea')",16
"(u'noun', u'\u05d7\u05e0\u05d5\u05db\u05d4')",16
"(u'noun', u'\u05d1\u05dc\u05d5\u05d8\u05d4')",16
"(u'noun', u'\u05de\u05e8\u05ea\u05d5\u05df')",16
"(u'noun', u'\u05d1\u05d9\u05e1')",16
"(u'noun', u'\u05de\u05d9\u05e0\u05d9\u05de\u05d5\u05dd')",16
"(u'noun', u'\u05e8\u05d9\u05d0\u05d4')",16
"(u'noun', u'\u05d8\u05d5\u05e8\u05e0\u05d9\u05e8')",16
"(u'noun', u'\u05ea\u05e4\u05d9\u05e1\u05d4')",16
"(u'noun', u'\u05e7\u05e8\u05d9\u05d9\u05e8\u05d4')",16
"(u'noun', u'\u05d1\u05e9\u05d5\u05e8\u05d4')",16
"(u'noun', u'\u05d6\u05d5\u05d2\u05d9\u05d5\u05ea')",16
"(u'noun', u'\u05d0\u05e8\u05d9\u05d4')",16
"(u'noun', u'\u05d4\u05e1\u05d5\u05e3')",16
"(u'noun', u'\u05e9\u05d1\u05e8')",16
"(u'noun', u'\u05e7\u05d9\u05e0\u05d5\u05d7')",16
"(u'noun', u'\u05d8\u05d5\u05e4\u05e1')",16
"(u'noun', u'\u05d7\u05ea')",16
"(u'noun', u'\u05e9\u05e4\u05e2')",16
"(u'noun', u'\u05d4\u05e7\u05e9\u05d1\u05d4')",16
"(u'noun', u'\u05e7\u05d5\u05d3')",16
"(u'noun', u'\u05e0\u05d5\u05d7\u05d5\u05ea')",16
"(u'noun', u'\u05e1\u05db\u05d5\u05dd')",16
"(u'noun', u'\u05d0\u05d1\u05d8\u05d9\u05d7')",16
"(u'noun', u'\u05de\u05e7\u05dc\u05d8')",16
"(u'noun', u'\u05d0\u05e4\u05e8\u05e1\u05e7')",16
"(u'noun', u'\u05e9\u05d8\u05d9\u05d7')",16
"(u'noun', u'\u05d4\u05ea\u05d0\u05de\u05d4')",16
"(u'noun', u'\u05e0\u05ea\u05e7')",16
"(u'noun', u'\u05d2\u05d9\u05d4\u05d9\u05e0\u05d5\u05dd')",16
"(u'noun', u'\u05e7\u05dc\u05d8\u05ea')",16
"(u'noun', u'\u05e6\u05d9\u05e8')",16
"(u'noun', u'\u05e1\u05ea\u05d9\u05d5')",16
"(u'noun', u'\u05e8\u05d9\u05db\u05d5\u05d6')",16
"(u'noun', u'\u05d4\u05d1\u05e0\u05d0\u05d3\u05dd')",16
"(u'noun', u'\u05d1\u05e8\u05d5\u05d5\u05d6')",15
"(u'noun', u'\u05d0\u05d4\u05d3\u05d4')",15
"(u'noun', u'\u05e9\u05d9\u05e7\u05d5\u05dc')",15
"(u'noun', u'\u05d7\u05e8\u05d3\u05d9')",15
"(u'noun', u'\u05d8\u05e2\u05e0\u05d4')",15
"(u'noun', u'\u05e7\u05d5\u05e5')",15
"(u'noun', u'\u05de\u05e2\u05e6\u05d1')",15
"(u'noun', u'\u05d7\u05ea\u05df')",15
"(u'noun', u'\u05dc\u05d9\u05e0\u05e7')",15
"(u'noun', u'\u05e4\u05d9\u05e8\u05e1\u05d9\u05e0\u05d2')",15
"(u'noun', u'\u05d4\u05de\u05d8\u05e8\u05d4')",15
"(u'noun', u'\u05de\u05ea\u05e0\u05d3\u05d1')",15
"(u'noun', u'\u05d4\u05d7\u05dc\u05e4\u05d4')",15
"(u'noun', u'\u05d5\u05e2\u05d3\u05d4')",15
"(u'noun', u'\u05d7\u05d5\u05d1')",15
"(u'noun', u'\u05d4\u05e7\u05d8\u05e0\u05d4')",15
"(u'noun', u'\u05d4\u05e1\u05d5\u05e4\u05e9\u05d1\u05d5\u05e2')",15
"(u'noun', u'\u05de\u05e2\u05d8\u05e4\u05d4')",15
"(u'noun', u'\u05d9\u05dc\u05dc\u05d4')",15
"(u'noun', u'\u05ea\u05d0\u05d5\u05de\u05d4')",15
"(u'noun', u'\u05d8\u05d5\u05d5\u05d7')",15
"(u'noun', u'\u05d9\u05d2\u05d9\u05e2')",15
"(u'noun', u'\u05de\u05ea\u05e7\u05df')",15
"(u'noun', u'\u05e1\u05d9\u05db\u05d5\u05df')",15
"(u'noun', u'\u05d7\u05dc\u05d5\u05e7\u05d4')",15
"(u'noun', u'\u05d7\u05de\u05d0\u05d4')",15
"(u'noun', u'\u05d0\u05e1\u05d9\u05de\u05d5\u05df')",15
"(u'noun', u'\u05d6\u05e2\u05e7\u05d4')",15
"(u'noun', u'\u05dc\u05d7\u05d9\u05e6\u05d4')",15
"(u'noun', u'\u05d0\u05e4\u05e7\u05d8')",15
"(u'noun', u'\u05d9\u05e6\u05d9\u05e8\u05ea\u05d9\u05d5\u05ea')",15
"(u'noun', u'\u05d1\u05e8')",15
"(u'noun', u'\u05d0\u05dc\u05de\u05d5\u05d2')",15
"(u'noun', u'\u05d3\u05d5\u05d2\u05de\u05df')",15
"(u'noun', u'\u05d0\u05ea\u05dc\u05d8')",15
"(u'noun', u'\u05e7\u05e0\u05d0\u05d4')",15
"(u'noun', u'\u05e2\u05d5\u05e0\u05d9')",15
"(u'noun', u'\u05db\u05d3')",15
"(u'noun', u'\u05e0\u05db\u05d4')",15
"(u'noun', u'\u05d5\u05d6\u05d4')",15
"(u'noun', u'\u05d4\u05ea\u05d7\u05d3\u05e9\u05d5\u05ea')",15
"(u'noun', u'\u05de\u05e9\u05d7\u05d4')",15
"(u'noun', u'\u05ea\u05de\u05d5\u05e8\u05d4')",15
"(u'noun', u'\u05d9\u05e7\u05e8')",15
"(u'noun', u'\u05d0\u05d8\u05e8\u05e7\u05e6\u05d9\u05d4')",15
"(u'noun', u'\u05de\u05e8\u05e7')",15
"(u'noun', u'\u05e9\u05e8\u05d9\u05d8\u05d4')",15
"(u'noun', u'\u05dc\u05d5\u05d8')",15
"(u'noun', u'\u05dc\u05e1\u05d1\u05d9\u05d5\u05ea')",15
"(u'noun', u'\u05e4\u05e8\u05d5\u05e4\u05d9\u05dc')",15
"(u'noun', u'\u05e7\u05e8\u05d7\u05ea')",15
"(u'noun', u'\u05e8\u05d2\u05d9\u05e9\u05d5\u05ea')",15
"(u'noun', u'\u05e2\u05e8\u05d1\u05d9')",15
"(u'noun', u'\u05e1\u05d8\u05d9\u05e8\u05d4')",15
"(u'noun', u'\u05ea\u05d5\u05de\u05d8\u05dd')",15
"(u'noun', u'\u05de\u05e2\u05dc\u05d9\u05ea')",15
"(u'noun', u'\u05d3\u05e8\u05d2\u05d4')",15
"(u'noun', u'\u05e1\u05d8\u05d9\u05d9\u05d4')",15
"(u'noun', u'\u05e8\u05d5\u05e1\u05d9')",15
"(u'noun', u'\u05d3\u05d5\u05d0\u05e8')",15
"(u'noun', u'\u05d5\u05d4')",15
"(u'noun', u'\u05d1\u05d8\u05d5\u05d7\u05d4')",15
"(u'noun', u'\u05e7\u05e6\u05d9\u05df')",15
"(u'noun', u'\u05e8\u05d1\u05d9')",15
"(u'noun', u'\u05d0\u05db\u05e1\u05e0\u05d9\u05d4')",15
"(u'noun', u'\u05d1\u05dc\u05d1\u05d5\u05dc')",15
"(u'noun', u'\u05de\u05e6\u05d7')",15
"(u'noun', u'\u05d0\u05d1\u05d9\u05d1')",15
"(u'noun', u'\u05e8\u05d5\u05e6\u05d7')",14
"(u'noun', u'\u05e8\u05d5\u05de\u05df')",14
"(u'noun', u'\u05e9\u05dc\u05e9\u05d4')",14
"(u'noun', u'\u05d2\u05e8\u05d5\u05e9')",14
"(u'noun', u'\u05e1\u05e2\u05d9\u05e3')",14
"(u'noun', u'\u05de\u05e2\u05d9\u05dc')",14
"(u'noun', u'\u05d4\u05de\u05d9\u05e6\u05e2\u05d3')",14
"(u'noun', u'\u05d9\u05d0')",14
"(u'noun', u'\u05db\u05d1\u05d3')",14
"(u'noun', u'\u05e8\u05d5\u05d2\u05e2')",14
"(u'noun', u'\u05e9\u05dc\u05d2')",14
"(u'noun', u'\u05e2\u05d3\u05d9\u05e4\u05d5\u05ea')",14
"(u'noun', u'\u05dc\u05d9\u05de\u05d5\u05df')",14
"(u'noun', u'\u05ea\u05d5\u05db\u05d9')",14
"(u'noun', u""\u05de\u05e1\u05e0\u05d2'\u05e8"")",14
"(u'noun', u'\u05de\u05d8\u05e2\u05dd')",14
"(u'noun', u'\u05d9\u05e4\u05e0\u05d9')",14
"(u'noun', u'\u05de\u05e9\u05dc')",14
"(u'noun', u'\u05d7\u05d9\u05d9\u05d6\u05e8')",14
"(u'noun', u'\u05e4\u05d3\u05d9\u05d7\u05d4')",14
"(u'noun', u'\u05e7\u05e9')",14
"(u'noun', u'\u05e9\u05d3\u05e8\u05d4')",14
"(u'noun', u'\u05e2\u05d9\u05e1\u05d5\u05e7')",14
"(u'noun', u'\u05e9\u05d1\u05d8')",14
"(u'noun', u'\u05e9\u05de\u05e8\u05d9\u05dd')",14
"(u'noun', u'\u05e9\u05d9\u05db\u05d5\u05e8')",14
"(u'noun', u'\u05e0\u05d9\u05e6\u05df')",14
"(u'noun', u'\u05d4\u05d5\u05e8\u05de\u05d5\u05df')",14
"(u'noun', u'\u05e1\u05e8\u05d8\u05d5\u05df')",14
"(u'noun', u'\u05e8\u05d1\u05d9\u05e2')",14
"(u'noun', u'\u05e9\u05d9\u05d2\u05e2\u05d5\u05df')",14
"(u'noun', u'\u05de\u05e0\u05d8\u05e8\u05d4')",14
"(u'noun', u'\u05d4\u05d9\u05dc\u05d5\u05da')",14
"(u'noun', u'\u05e4\u05e1\u05e4\u05d5\u05e1')",14
"(u'noun', u'\u05e0\u05d5\u05db\u05dc')",14
"(u'noun', u'\u05de\u05e8\u05d9\u05d1\u05d4')",14
"(u'noun', u'\u05e6\u05d9\u05e5')",14
"(u'noun', u'\u05d4\u05d7')",14
"(u'noun', u'\u05e4\u05e1\u05d9\u05db\u05d5\u05dc\u05d5\u05d2')",14
"(u'noun', u'\u05de\u05ea\u05db\u05d5\u05df')",14
"(u'noun', u'\u05d0\u05d5\u05e4\u05e0\u05d4')",14
"(u'noun', u'\u05d1\u05d5\u05e7\u05e1')",14
"(u'noun', u'\u05d4\u05d0\u05e8\u05d4')",14
"(u'noun', u'\u05e2\u05e6\u05dc\u05e0\u05d5\u05ea')",14
"(u'noun', u'\u05e1\u05d9\u05e8')",14
"(u'noun', u'\u05e9\u05e2\u05d5\u05e8\u05d4')",14
"(u'noun', u'\u05d4\u05ea\u05e4\u05e8\u05e6\u05d5\u05ea')",14
"(u'noun', u'\u05e1\u05db\u05e0\u05d4')",14
"(u'noun', u'\u05e4\u05e1\u05d8\u05d4')",14
"(u'noun', u'\u05de\u05d9\u05e7\u05e8\u05d5\u05e4\u05d5\u05df')",14
"(u'noun', u'\u05e8\u05e2\u05dc')",14
"(u'noun', u'\u05d7\u05d9\u05e9\u05d5\u05d1')",14
"(u'noun', u'\u05e8\u05d9\u05e9\u05d5\u05dd')",14
"(u'noun', u'\u05d4\u05ea\u05d0\u05e8\u05d2\u05e0\u05d5\u05ea')",14
"(u'noun', u'\u05d2\u05d9\u05d0\u05d5\u05d2\u05e8\u05e4\u05d9\u05d4')",14
"(u'noun', u'\u05d4\u05e6\u05dc\u05d4')",14
"(u'noun', u'\u05ea\u05e2\u05e8\u05d5\u05db\u05d4')",14
"(u'noun', u'\u05e0\u05d9\u05e1\u05d4')",14
"(u'noun', u'\u05d4\u05e2\u05de\u05d3\u05d4')",14
"(u'noun', u'\u05de\u05e0\u05d5\u05d9')",14
"(u'noun', u'\u05d3\u05d9\u05d5\u05e7')",14
"(u'noun', u'\u05e4\u05dc\u05d9\u05e9\u05ea\u05d9')",14
"(u'noun', u'\u05e4\u05e8\u05d9\u05e7\u05d4')",14
"(u'noun', u'\u05d7\u05d5\u05e4\u05df')",14
"(u'noun', u'\u05d1\u05d9\u05e0\u05d9\u05d9\u05dd')",14
"(u'noun', u'\u05de\u05e0\u05d5\u05e2')",14
"(u'noun', u'\u05d9\u05e2\u05dc')",14
"(u'noun', u'\u05e9\u05d9')",14
"(u'noun', u'\u05de\u05d1\u05d5\u05dc')",14
"(u'noun', u'\u05de\u05d5\u05d3\u05e2\u05d4')",14
"(u'noun', u'\u05de\u05e6\u05e4\u05d5\u05df')",14
"(u'noun', u'\u05d4\u05d5\u05e8\u05d3\u05d4')",14
"(u'noun', u'\u05de\u05e8\u05db\u05d9\u05d1')",14
"(u'noun', u'\u05e7\u05d9\u05dc\u05d5\u05de\u05d8\u05e8')",14
"(u'noun', u'\u05d8\u05d9\u05dc')",14
"(u'noun', u'\u05e0\u05d8\u05dc')",14
"(u'noun', u'\u05e9\u05e8\u05d5\u05ea\u05d9\u05dd')",14
"(u'noun', u'\u05e9\u05ea\u05df')",14
"(u'noun', u'\u05d7\u05d6\u05e7\u05d4')",14
"(u'noun', u'\u05db\u05e0\u05e3')",14
"(u'noun', u'\u05ea\u05d7\u05d6\u05d9\u05ea')",14
"(u'noun', u'\u05d4\u05d5\u05d8')",14
"(u'noun', u'\u05ea\u05dc\u05de\u05d9\u05d3\u05d4')",13
"(u'noun', u'\u05de\u05d1\u05d5\u05e7\u05e9')",13
"(u'noun', u'\u05ea\u05e7\u05e6\u05d9\u05d1')",13
"(u'noun', u'\u05d7\u05dd')",13
"(u'noun', u'\u05d0\u05e1\u05d8\u05e8\u05d5\u05dc\u05d5\u05d2')",13
"(u'noun', u'\u05ea\u05d6\u05d5\u05d6\u05d4')",13
"(u'noun', u'\u05d0\u05dc\u05d5\u05e3')",13
"(u'noun', u'\u05d1\u05e1')",13
"(u'noun', u'\u05e1\u05d5\u05e1\u05d5\u05df')",13
"(u'noun', u'\u05d4\u05ea\u05e0\u05d3\u05d1\u05d5\u05ea')",13
"(u'noun', u'\u05de\u05e4\u05dc\u05d8')",13
"(u'noun', u'\u05de\u05d5\u05e4\u05ea')",13
"(u'noun', u'\u05d4\u05d5\u05de\u05d5\u05e1\u05e7\u05e1\u05d5\u05d0\u05dc')",13
"(u'noun', u'\u05de\u05e8\u05d5\u05dd')",13
"(u'noun', u'\u05de\u05e0\u05d4\u05d9\u05d2')",13
"(u'noun', u'\u05ea\u05e9\u05dc\u05d5\u05dd')",13
"(u'noun', u'\u05d9\u05ea\u05d5\u05e9')",13
"(u'noun', u'\u05e2\u05d9\u05d3\u05df')",13
"(u'noun', u'\u05d7\u05e0\u05d9\u05d4')",13
"(u'noun', u'\u05e4\u05e0\u05d0\u05d9')",13
"(u'noun', u'\u05d3\u05d9\u05de\u05d5\u05d9')",13
"(u'noun', u'\u05d1\u05e8\u05d6')",13
"(u'noun', u'\u05d8\u05e7\u05d8')",13
"(u'noun', u'\u05e2\u05e6\u05d5\u05de\u05d4')",13
"(u'noun', u'\u05d2\u05e0\u05d1')",13
"(u'noun', u'\u05d4\u05ea\u05db\u05d5\u05e0\u05e0\u05d5\u05ea')",13
"(u'noun', u'\u05d4\u05e7\u05dc\u05d4')",13
"(u'noun', u'\u05e8\u05d5\u05d5\u05d7\u05d4')",13
"(u'noun', u'\u05de\u05e2\u05e8\u05d1\u05d5\u05dc\u05ea')",13
"(u'noun', u'\u05e0\u05e6\u05d7')",13
"(u'noun', u'\u05de\u05e0\u05d2\u05e0\u05d5\u05df')",13
"(u'noun', u'\u05d3\u05e8\u05db\u05d5\u05df')",13
"(u'noun', u'\u05e8\u05d9\u05e8')",13
"(u'noun', u'\u05d4\u05e1\u05e2\u05e8\u05d4')",13
"(u'noun', u'\u05d4\u05d3\u05e8')",13
"(u'noun', u'\u05e2\u05d1\u05e8\u05d4')",13
"(u'noun', u'\u05e7\u05d8\u05d2\u05d5\u05e8\u05d9\u05d4')",13
"(u'noun', u'\u05e4\u05e8\u05d8\u05d9\u05d5\u05ea')",13
"(u'noun', u'\u05de\u05d5\u05e0\u05d7')",13
